0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
a,ħ,i,ː,a,ː,ء,,,,,,,,,,,,,,,,,,,,
m,q,b,u,ː,l,,,,,,,,,,,,,,,,,,,,,
ʕ,ð,ˤ,m,,,,,,,,,,,,,,,,,,,,,,,
t,ɣ,ð,i,ː,ة,,,,,,,,,,,,,,,,,,,,,
ʃ,h,i,ː,r,,,,,,,,,,,,,,,,,,,,,,
a,l,ʔ,i,n,d,͡,ʒ,a,ː,z,a,ː,t,,,,,,,,,,,,,
ħ,a,ː,z,m,,,,,,,,,,,,,,,,,,,,,,
ʃ,r,ʕ,i,ː,,,,,,,,,,,,,,,,,,,,,,
t,u,ː,d,͡,ʒ,,,,,,,,,,,,,,,,,,,,,
m,u,ː,h,b,ة,,,,,,,,,,,,,,,,,,,,,
m,l,a,ː,k,,,,,,,,,,,,,,,,,,,,,,
m,h,a,ː,r,ة,,,,,,,,,,,,,,,,,,,,,
ʃ,k,r,,,,,,,,,,,,,,,,,,,,,,,,
b,r,u,ː,z,,,,,,,,,,,,,,,,,,,,,,
r,f,i,ː,ʕ,,,,,,,,,,,,,,,,,,,,,,
m,s,t,q,r,,,,,,,,,,,,,,,,,,,,,,
a,b,t,k,a,ː,r,,,,,,,,,,,,,,,,,,,,
f,r,ħ,,,,,,,,,,,,,,,,,,,,,,,,
m,ʃ,r,f,,,,,,,,,,,,,,,,,,,,,,,
θ,u,ː,r,,,,,,,,,,,,,,,,,,,,,,,
a,n,f,s,ˤ,a,ː,l,,,,,,,,,,,,,,,,,,,
a,l,s,ˤ,a,ː,f,i,ː,,,,,,,,,,,,,,,,,,
a,l,t,f,u,ː,q,,,,,,,,,,,,,,,,,,,,
t,f,d,ˤ,l,,,,,,,,,,,,,,,,,,,,,,
m,i,ː,m,u,ː,n,,,,,,,,,,,,,,,,,,,,
m,ʕ,a,ː,s,ˤ,r,,,,,,,,,,,,,,,,,,,,
t,ʔ,a,i,ː,i,ː,d,,,,,,,,,,,,,,,,,,,
a,l,d,u,ː,a,ː,m,,,,,,,,,,,,,,,,,,,
t,s,t,ħ,q,,,,,,,,,,,,,,,,,,,,,,
n,a,ː,d,͡,ʒ,ħ,,,,,,,,,,,,,,,,,,,,
r,a,ː,ħ,ة,,,,,,,,,,,,,,,,,,,,,,
b,ʕ,n,a,ː,i,ː,ة,,,,,,,,,,,,,,,,,,,
a,s,t,f,a,ː,d,,,,,,,,,,,,,,,,,,,,
u,ː,d,ˤ,u,ː,ħ,,,,,,,,,,,,,,,,,,,,
u,ː,f,r,ة,,,,,,,,,,,,,,,,,,,,,,
a,ٕ,ʕ,d,͡,ʒ,a,ː,b,,,,,,,,,,,,,,,,,,
m,d,ħ,,,,,,,,,,,,,,,,,,,,,,,,
a,s,t,ɣ,r,q,,,,,,,,,,,,,,,,,,,,,
a,ٔ,s,ˤ,ʕ,b,,,,,,,,,,,,,,,,,,,,,
r,b,ħ,,,,,,,,,,,,,,,,,,,,,,,,
a,l,t,z,a,ː,m,,,,,,,,,,,,,,,,,,,,
a,l,b,a,ː,r,z,,,,,,,,,,,,,,,,,,,,
x,t,m,,,,,,,,,,,,,,,,,,,,,,,,
a,l,a,ː,ħ,t,r,a,ː,m,,,,,,,,,,,,,,,,,
ħ,b,i,ː,b,i,ː,,,,,,,,,,,,,,,,,,,,
a,ٔ,q,r,,,,,,,,,,,,,,,,,,,,,,,
m,d,͡,ʒ,a,ː,n,i,ː,,,,,,,,,,,,,,,,,,
d,ʕ,a,ː,ة,,,,,,,,,,,,,,,,,,,,,,
i,ː,ħ,s,n,,,,,,,,,,,,,,,,,,,,,,
m,θ,i,ː,r,,,,,,,,,,,,,,,,,,,,,,
a,ٕ,ʃ,ʕ,a,ː,ʕ,,,,,,,,,,,,,,,,,,,,
r,ħ,m,,,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,l,a,ː,l,ة,,,,,,,,,,,,,,,,,,,
t,t,f,q,,,,,,,,,,,,,,,,,,,,,,,
s,ħ,r,,,,,,,,,,,,,,,,,,,,,,,,
a,l,m,f,i,ː,d,,,,,,,,,,,,,,,,,,,,
θ,r,i,ː,,,,,,,,,,,,,,,,,,,,,,,
ʃ,d,͡,ʒ,ʕ,,,,,,,,,,,,,,,,,,,,,,
t,ħ,f,ة,,,,,,,,,,,,,,,,,,,,,,,
ħ,i,ː,a,ː,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,m,l,,,,,,,,,,,,,,,,,,,,,,
x,s,ˤ,s,ˤ,,,,,,,,,,,,,,,,,,,,,,
ħ,k,m,ة,,,,,,,,,,,,,,,,,,,,,,,
n,ʃ,i,ː,d,,,,,,,,,,,,,,,,,,,,,,
t,ħ,f,i,ː,z,,,,,,,,,,,,,,,,,,,,,
a,ٔ,u,ː,s,ˤ,ى,,,,,,,,,,,,,,,,,,,,
a,ٓ,d,a,ː,b,,,,,,,,,,,,,,,,,,,,,
u,ː,n,,,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,a,ː,d,,,,,,,,,,,,,,,,,,,,,
a,ٔ,r,u,ː,ʕ,,,,,,,,,,,,,,,,,,,,,
m,ħ,b,ة,,,,,,,,,,,,,,,,,,,,,,,
b,k,f,a,ː,ء,ة,,,,,,,,,,,,,,,,,,,,
a,l,ʕ,s,ˤ,r,i,ː,ة,,,,,,,,,,,,,,,,,,
m,u,ː,d,͡,ʒ,b,,,,,,,,,,,,,,,,,,,,
m,t,a,ː,ħ,,,,,,,,,,,,,,,,,,,,,,
a,ٔ,u,ː,d,͡,ʒ,,,,,,,,,,,,,,,,,,,,
b,s,t,ˤ,,,,,,,,,,,,,,,,,,,,,,,
f,r,e,e,,,,,,,,,,,,,,,,,,,,,,,
r,u,ː,ħ,i,ː,,,,,,,,,,,,,,,,,,,,,
a,l,t,ħ,d,i,ː,θ,,,,,,,,,,,,,,,,,,,
m,d,͡,ʒ,d,,,,,,,,,,,,,,,,,,,,,,
i,ː,r,d,͡,ʒ,ى,,,,,,,,,,,,,,,,,,,,
m,r,u,ː,n,ة,,,,,,,,,,,,,,,,,,,,,
r,t,b,,,,,,,,,,,,,,,,,,,,,,,,
a,ٔ,n,d,͡,ʒ,ħ,,,,,,,,,,,,,,,,,,,,
m,θ,a,ː,l,i,ː,,,,,,,,,,,,,,,,,,,,
ʕ,d,͡,ʒ,a,ː,i,ː,ٔ,b,,,,,,,,,,,,,,,,,
m,ħ,t,m,l,,,,,,,,,,,,,,,,,,,,,,
m,t,u,ː,f,r,,,,,,,,,,,,,,,,,,,,,
l,t,ˤ,i,ː,f,ة,,,,,,,,,,,,,,,,,,,,
s,r,u,ː,r,,,,,,,,,,,,,,,,,,,,,,
t,m,k,i,ː,n,,,,,,,,,,,,,,,,,,,,,
a,ٔ,ʕ,d,͡,ʒ,b,,,,,,,,,,,,,,,,,,,,
ð,h,b,i,ː,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,d,i,ː,,,,,,,,,,,,,,,,,,,,,
l,l,t,ħ,q,i,ː,q,,,,,,,,,,,,,,,,,,,
a,l,m,u,ː,d,ˤ,u,ː,ʕ,i,ː,ة,,,,,,,,,,,,,,
r,k,b,,,,,,,,,,,,,,,,,,,,,,,,
a,s,t,r,d,a,ː,d,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,l,i,ː,l,,,,,,,,,,,,,,,,,,,,
t,ʔ,a,l,q,,,,,,,,,,,,,,,,,,,,,,
l,t,ˤ,i,ː,f,,,,,,,,,,,,,,,,,,,,,
l,i,k,e,,,,,,,,,,,,,,,,,,,,,,,
s,ˤ,ħ,i,ː,ħ,a,ː,,,,,,,,,,,,,,,,,,,
ʃ,d,͡,ʒ,a,ː,ʕ,ة,,,,,,,,,,,,,,,,,,,
a,ٕ,i,ː,d,͡,ʒ,a,ː,b,i,ː,,,,,,,,,,,,,,,
a,ٔ,x,f,,,,,,,,,,,,,,,,,,,,,,,
m,d,ˤ,r,b,,,,,,,,,,,,,,,,,,,,,,
t,r,q,i,ː,ة,,,,,,,,,,,,,,,,,,,,,
m,n,t,ˤ,q,i,ː,,,,,,,,,,,,,,,,,,,,
m,u,ː,θ,u,ː,q,,,,,,,,,,,,,,,,,,,,
ð,k,a,ː,ء,,,,,,,,,,,,,,,,,,,,,,
t,m,a,ː,θ,l,,,,,,,,,,,,,,,,,,,,,
a,l,t,ʕ,u,ː,i,ː,d,ˤ,,,,,,,,,,,,,,,,,
a,ٔ,x,l,a,ː,q,i,ː,ة,,,,,,,,,,,,,,,,,
m,t,q,d,m,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,n,ة,,,,,,,,,,,,,,,,,,,,,,
a,s,t,i,ː,ٔ,n,a,ː,f,,,,,,,,,,,,,,,,,
b,t,ˤ,l,ة,,,,,,,,,,,,,,,,,,,,,,
x,i,ː,r,ة,,,,,,,,,,,,,,,,,,,,,,
t,z,x,r,,,,,,,,,,,,,,,,,,,,,,,
ħ,s,n,a,ː,,,,,,,,,,,,,,,,,,,,,,
b,r,ʕ,,,,,,,,,,,,,,,,,,,,,,,,
ʕ,a,ː,t,ˤ,f,i,ː,ة,,,,,,,,,,,,,,,,,,
m,t,u,ː,a,ː,f,q,ة,,,,,,,,,,,,,,,,,,
t,ʕ,h,d,,,,,,,,,,,,,,,,,,,,,,,
b,d,i,ː,ʕ,,,,,,,,,,,,,,,,,,,,,,
t,i,ː,s,i,ː,r,,,,,,,,,,,,,,,,,,,,
ħ,θ,,,,,,,,,,,,,,,,,,,,,,,,,
a,ٔ,l,m,ʕ,,,,,,,,,,,,,,,,,,,,,,
m,b,i,ː,n,,,,,,,,,,,,,,,,,,,,,,
s,ˤ,n,a,ː,ʕ,,,,,,,,,,,,,,,,,,,,,
a,l,s,ˤ,d,a,ː,r,ة,,,,,,,,,,,,,,,,,,
ħ,a,ː,d,ˤ,r,,,,,,,,,,,,,,,,,,,,,
t,ð,k,a,ː,r,i,ː,,,,,,,,,,,,,,,,,,,
m,d,͡,ʒ,i,ː,d,,,,,,,,,,,,,,,,,,,,
m,u,ː,d,͡,ʒ,z,,,,,,,,,,,,,,,,,,,,
k,r,a,ː,m,ة,,,,,,,,,,,,,,,,,,,,,
m,s,t,q,b,l,i,ː,ة,,,,,,,,,,,,,,,,,,
ħ,s,a,ː,s,,,,,,,,,,,,,,,,,,,,,,
a,l,m,r,m,u,ː,q,ة,,,,,,,,,,,,,,,,,,
n,k,h,ة,,,,,,,,,,,,,,,,,,,,,,,
a,l,f,a,ː,i,ː,ٔ,z,i,ː,n,,,,,,,,,,,,,,,
ħ,d,a,ː,θ,ة,,,,,,,,,,,,,,,,,,,,,
m,k,a,ː,f,ʔ,a,ة,,,,,,,,,,,,,,,,,,,
m,u,ː,ٔ,θ,r,,,,,,,,,,,,,,,,,,,,,
ʃ,f,a,ː,ء,,,,,,,,,,,,,,,,,,,,,,
ħ,ð,ˤ,,,,,,,,,,,,,,,,,,,,,,,,
b,s,l,a,ː,m,,,,,,,,,,,,,,,,,,,,,
r,d,ˤ,ى,,,,,,,,,,,,,,,,,,,,,,,
a,ٔ,n,i,ː,s,,,,,,,,,,,,,,,,,,,,,
m,ħ,b,,,,,,,,,,,,,,,,,,,,,,,,
l,l,ʕ,r,d,ˤ,,,,,,,,,,,,,,,,,,,,,
s,ˤ,r,i,ː,ħ,,,,,,,,,,,,,,,,,,,,,
x,s,ˤ,u,ː,b,ة,,,,,,,,,,,,,,,,,,,,
k,r,s,,,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,n,s,i,ː,,,,,,,,,,,,,,,,,,,,
a,ٕ,l,h,a,ː,m,,,,,,,,,,,,,,,,,,,,
x,i,ː,r,i,ː,,,,,,,,,,,,,,,,,,,,,
a,l,t,m,a,ː,s,,,,,,,,,,,,,,,,,,,,
t,ħ,s,i,ː,n,a,ː,t,,,,,,,,,,,,,,,,,,
a,ٔ,i,ː,d,,,,,,,,,,,,,,,,,,,,,,
i,ː,ʕ,z,z,,,,,,,,,,,,,,,,,,,,,,
m,s,ˤ,d,a,ː,q,i,ː,ة,,,,,,,,,,,,,,,,,
m,t,t,ˤ,u,ː,r,,,,,,,,,,,,,,,,,,,,
ɣ,z,i,ː,r,,,,,,,,,,,,,,,,,,,,,,
a,l,m,n,a,ː,u,ː,r,ة,,,,,,,,,,,,,,,,,
w,o,r,k,,,,,,,,,,,,,,,,,,,,,,,
ħ,l,u,ː,,,,,,,,,,,,,,,,,,,,,,,
u,ː,a,ː,f,r,,,,,,,,,,,,,,,,,,,,,
s,ˤ,ħ,,,,,,,,,,,,,,,,,,,,,,,,
ʃ,d,͡,ʒ,a,ː,ʕ,,,,,,,,,,,,,,,,,,,,
n,ð,ˤ,i,ː,f,,,,,,,,,,,,,,,,,,,,,
t,u,ː,s,ˤ,i,ː,a,ː,t,,,,,,,,,,,,,,,,,
a,l,n,ʕ,i,ː,m,,,,,,,,,,,,,,,,,,,,
r,u,ː,a,ː,i,ː,ٔ,ʕ,,,,,,,,,,,,,,,,,,
a,ٔ,s,ˤ,a,ː,l,ة,,,,,,,,,,,,,,,,,,,
u,ː,t,k,θ,r,,,,,,,,,,,,,,,,,,,,,
a,ٕ,θ,r,a,ː,ء,,,,,,,,,,,,,,,,,,,,
m,l,a,ː,i,ː,ٔ,m,,,,,,,,,,,,,,,,,,,
m,u,ː,ٔ,m,n,,,,,,,,,,,,,,,,,,,,,
a,ٕ,ħ,s,a,ː,s,,,,,,,,,,,,,,,,,,,,
a,l,m,ʃ,d,͡,ʒ,ʕ,i,ː,n,,,,,,,,,,,,,,,,
s,a,ː,x,n,,,,,,,,,,,,,,,,,,,,,,
m,u,ː,ٔ,i,ː,d,,,,,,,,,,,,,,,,,,,,
m,ʕ,d,͡,ʒ,z,ة,,,,,,,,,,,,,,,,,,,,
f,s,i,ː,ħ,,,,,,,,,,,,,,,,,,,,,,
m,u,ː,a,ː,h,b,,,,,,,,,,,,,,,,,,,,
k,n,z,,,,,,,,,,,,,,,,,,,,,,,,
n,s,i,ː,m,,,,,,,,,,,,,,,,,,,,,,
s,ˤ,i,ː,a,ː,m,,,,,,,,,,,,,,,,,,,,
t,d,͡,ʒ,d,d,,,,,,,,,,,,,,,,,,,,,
t,u,ː,ٔ,i,ː,d,,,,,,,,,,,,,,,,,,,,
n,q,i,ː,,,,,,,,,,,,,,,,,,,,,,,
n,a,ː,ʕ,m,,,,,,,,,,,,,,,,,,,,,,
t,ˤ,r,i,ː,f,,,,,,,,,,,,,,,,,,,,,
θ,r,a,ː,ء,,,,,,,,,,,,,,,,,,,,,,
a,l,m,d,ʕ,u,ː,m,ة,,,,,,,,,,,,,,,,,,
m,r,n,,,,,,,,,,,,,,,,,,,,,,,,
m,t,ʕ,ة,,,,,,,,,,,,,,,,,,,,,,,
t,x,i,ː,l,,,,,,,,,,,,,,,,,,,,,,
i,m,p,o,r,t,a,n,t,,,,,,,,,,,,,,,,,,
q,s,m,ة,,,,,,,,,,,,,,,,,,,,,,,
ʕ,ʃ,q,,,,,,,,,,,,,,,,,,,,,,,,
ʕ,z,z,,,,,,,,,,,,,,,,,,,,,,,,
d,u,ː,a,ː,f,ʕ,,,,,,,,,,,,,,,,,,,,
a,l,n,b,i,ː,l,,,,,,,,,,,,,,,,,,,,
a,l,n,d,͡,ʒ,a,ː,ħ,a,ː,t,,,,,,,,,,,,,,,
a,ٕ,n,s,a,ː,n,i,ː,,,,,,,,,,,,,,,,,,
m,q,d,s,,,,,,,,,,,,,,,,,,,,,,,
t,ˤ,m,u,ː,ħ,,,,,,,,,,,,,,,,,,,,,
r,ħ,b,,,,,,,,,,,,,,,,,,,,,,,,
h,d,u,ː,ء,,,,,,,,,,,,,,,,,,,,,,
b,a,ː,l,t,s,a,ː,u,ː,i,ː,,,,,,,,,,,,,,,
b,s,,,,,,,,,,,,,,,,,,,,,,,,,
s,ˤ,b,r,,,,,,,,,,,,,,,,,,,,,,,
a,n,k,s,a,ː,r,,,,,,,,,,,,,,,,,,,,
a,l,m,f,a,ː,d,͡,ʒ,i,ː,ٔ,ة,,,,,,,,,,,,,,
m,s,t,ʕ,d,,,,,,,,,,,,,,,,,,,,,,
b,h,d,u,ː,ء,,,,,,,,,,,,,,,,,,,,,
b,x,i,ː,r,,,,,,,,,,,,,,,,,,,,,,
r,u,ː,ٔ,u,ː,f,,,,,,,,,,,,,,,,,,,,
d,b,l,u,ː,m,a,ː,s,i,ː,,,,,,,,,,,,,,,,
m,ʕ,q,u,ː,l,,,,,,,,,,,,,,,,,,,,,
a,ٔ,r,x,s,ˤ,,,,,,,,,,,,,,,,,,,,,
u,ː,l,a,ː,ء,,,,,,,,,,,,,,,,,,,,,
ʕ,f,i,ː,f,,,,,,,,,,,,,,,,,,,,,,
ð,k,i,ː,,,,,,,,,,,,,,,,,,,,,,,
u,ː,a,ː,q,ʕ,i,ː,,,,,,,,,,,,,,,,,,,
f,a,ː,q,,,,,,,,,,,,,,,,,,,,,,,
f,u,ː,r,i,ː,,,,,,,,,,,,,,,,,,,,,
t,k,m,l,ة,,,,,,,,,,,,,,,,,,,,,,
i,ː,ʕ,l,u,ː,,,,,,,,,,,,,,,,,,,,,
m,b,t,k,r,,,,,,,,,,,,,,,,,,,,,,
a,l,ʔ,i,ʕ,d,͡,ʒ,a,ː,b,,,,,,,,,,,,,,,,
b,a,ː,r,ʕ,,,,,,,,,,,,,,,,,,,,,,
n,a,ː,r,i,ː,,,,,,,,,,,,,,,,,,,,,
ʕ,d,͡,ʒ,b,,,,,,,,,,,,,,,,,,,,,,
b,l,i,ː,ɣ,,,,,,,,,,,,,,,,,,,,,,
ʃ,f,a,ː,f,,,,,,,,,,,,,,,,,,,,,,
r,u,ː,ʕ,ة,,,,,,,,,,,,,,,,,,,,,,
a,l,a,ː,n,x,r,a,ː,t,ˤ,,,,,,,,,,,,,,,,
i,ː,x,f,f,,,,,,,,,,,,,,,,,,,,,,
h,a,ː,d,i,ː,ٔ,,,,,,,,,,,,,,,,,,,,
h,i,ː,b,ة,,,,,,,,,,,,,,,,,,,,,,
s,ˤ,f,a,ː,ء,,,,,,,,,,,,,,,,,,,,,
r,s,ˤ,a,ː,s,ˤ,,,,,,,,,,,,,,,,,,,,
b,a,ː,ħ,t,r,a,ː,m,,,,,,,,,,,,,,,,,,
ʕ,f,a,ː,,,,,,,,,,,,,,,,,,,,,,,
r,ħ,i,ː,m,,,,,,,,,,,,,,,,,,,,,,
m,l,m,u,ː,s,,,,,,,,,,,,,,,,,,,,,
u,ː,d,i,ː,,,,,,,,,,,,,,,,,,,,,,
t,b,s,i,ː,t,ˤ,,,,,,,,,,,,,,,,,,,,
d,a,ː,f,i,ː,ٔ,,,,,,,,,,,,,,,,,,,,
b,s,ˤ,m,a,ː,t,,,,,,,,,,,,,,,,,,,,
t,u,ː,s,ˤ,i,ː,ة,,,,,,,,,,,,,,,,,,,
m,ħ,b,u,ː,b,,,,,,,,,,,,,,,,,,,,,
s,m,a,ː,u,ː,i,ː,,,,,,,,,,,,,,,,,,,
w,e,l,l,,,,,,,,,,,,,,,,,,,,,,,
l,a,ː,m,ʕ,,,,,,,,,,,,,,,,,,,,,,
g,o,l,d,,,,,,,,,,,,,,,,,,,,,,,
a,l,m,s,t,f,i,ː,d,,,,,,,,,,,,,,,,,,
s,l,m,i,ː,,,,,,,,,,,,,,,,,,,,,,
ħ,l,a,ː,u,ː,ة,,,,,,,,,,,,,,,,,,,,
a,l,ʕ,ʃ,q,,,,,,,,,,,,,,,,,,,,,,
ħ,b,i,ː,b,ة,,,,,,,,,,,,,,,,,,,,,
a,ٔ,x,l,a,ː,q,i,ː,,,,,,,,,,,,,,,,,,
u,s,e,f,u,l,,,,,,,,,,,,,,,,,,,,,
ʕ,b,q,r,i,ː,ة,,,,,,,,,,,,,,,,,,,,
ħ,r,r,,,,,,,,,,,,,,,,,,,,,,,,
b,u,ː,f,r,ة,,,,,,,,,,,,,,,,,,,,,
a,l,h,z,a,ː,i,ː,ٔ,m,,,,,,,,,,,,,,,,,
s,a,ː,ħ,r,,,,,,,,,,,,,,,,,,,,,,
m,b,s,t,ˤ,ة,,,,,,,,,,,,,,,,,,,,,
s,o,l,i,d,,,,,,,,,,,,,,,,,,,,,,
t,h,d,i,ː,ٔ,ة,,,,,,,,,,,,,,,,,,,,
i,ː,s,r,,,,,,,,,,,,,,,,,,,,,,,
m,h,i,ː,b,,,,,,,,,,,,,,,,,,,,,,
a,l,ʔ,i,x,l,a,ː,s,ˤ,,,,,,,,,,,,,,,,,
m,r,u,ː,ħ,ة,,,,,,,,,,,,,,,,,,,,,
ɣ,a,ː,n,i,ː,ة,,,,,,,,,,,,,,,,,,,,
n,ð,ˤ,a,ː,f,ة,,,,,,,,,,,,,,,,,,,,
m,ħ,a,ː,m,,,,,,,,,,,,,,,,,,,,,,
θ,r,i,ː,a,ː,,,,,,,,,,,,,,,,,,,,,
b,t,f,u,ː,q,,,,,,,,,,,,,,,,,,,,,
a,l,m,k,a,ː,s,b,,,,,,,,,,,,,,,,,,,
m,b,r,u,ː,k,,,,,,,,,,,,,,,,,,,,,
a,ٕ,l,h,i,ː,,,,,,,,,,,,,,,,,,,,,
f,a,ː,t,n,,,,,,,,,,,,,,,,,,,,,,
r,ɣ,b,,,,,,,,,,,,,,,,,,,,,,,,
a,l,ʃ,d,͡,ʒ,a,ː,ʕ,,,,,,,,,,,,,,,,,,
n,ʃ,i,ː,t,ˤ,,,,,,,,,,,,,,,,,,,,,
a,l,a,ː,s,t,d,a,ː,m,ة,,,,,,,,,,,,,,,,
m,d,͡,ʒ,s,m,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,h,z,,,,,,,,,,,,,,,,,,,,,,
t,m,a,ː,s,k,,,,,,,,,,,,,,,,,,,,,
a,ħ,t,f,l,,,,,,,,,,,,,,,,,,,,,,
q,i,ː,a,ː,d,i,ː,,,,,,,,,,,,,,,,,,,
q,d,i,ː,s,,,,,,,,,,,,,,,,,,,,,,
r,i,ː,a,ː,,,,,,,,,,,,,,,,,,,,,,
u,ː,r,d,i,ː,,,,,,,,,,,,,,,,,,,,,
m,l,a,ː,ء,m,ة,,,,,,,,,,,,,,,,,,,,
s,ˤ,a,ː,m,t,,,,,,,,,,,,,,,,,,,,,
b,r,h,n,,,,,,,,,,,,,,,,,,,,,,,
b,a,ː,l,ʕ,d,l,,,,,,,,,,,,,,,,,,,,
r,u,ː,m,a,ː,n,s,i,ː,,,,,,,,,,,,,,,,,
n,d,ˤ,d,͡,ʒ,,,,,,,,,,,,,,,,,,,,,
z,h,r,,,,,,,,,,,,,,,,,,,,,,,,
a,l,m,b,t,k,r,ة,,,,,,,,,,,,,,,,,,,
m,x,l,s,ˤ,,,,,,,,,,,,,,,,,,,,,,
m,t,u,ː,a,ː,d,ˤ,ʕ,,,,,,,,,,,,,,,,,,
a,l,m,b,d,i,ː,ٔ,i,ː,,,,,,,,,,,,,,,,,
a,l,m,ʕ,d,͡,ʒ,z,a,ː,t,,,,,,,,,,,,,,,,
i,ː,b,r,d,,,,,,,,,,,,,,,,,,,,,,
l,m,ʕ,,,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,a,ː,h,z,,,,,,,,,,,,,,,,,,,,
t,d,͡,ʒ,m,i,ː,l,,,,,,,,,,,,,,,,,,,
m,k,a,ː,f,i,ː,ٔ,,,,,,,,,,,,,,,,,,,
ʕ,a,ː,ʃ,q,,,,,,,,,,,,,,,,,,,,,,
x,l,s,ˤ,,,,,,,,,,,,,,,,,,,,,,,
a,l,r,a,ː,q,i,ː,,,,,,,,,,,,,,,,,,,
a,s,t,n,d,,,,,,,,,,,,,,,,,,,,,,
a,ٔ,n,ʕ,m,,,,,,,,,,,,,,,,,,,,,,
i,ː,ħ,f,z,,,,,,,,,,,,,,,,,,,,,,
m,d,ˤ,ɣ,u,ː,t,ˤ,,,,,,,,,,,,,,,,,,,
ħ,r,a,ː,n,,,,,,,,,,,,,,,,,,,,,,
a,z,d,h,r,,,,,,,,,,,,,,,,,,,,,,
ɣ,i,ː,r,i,ː,,,,,,,,,,,,,,,,,,,,,
s,ˤ,q,l,,,,,,,,,,,,,,,,,,,,,,,
a,l,m,u,ː,ٔ,h,l,i,ː,n,,,,,,,,,,,,,,,,
a,l,r,q,i,ː,,,,,,,,,,,,,,,,,,,,,
a,s,t,f,a,ː,d,ة,,,,,,,,,,,,,,,,,,,
a,s,t,θ,n,a,ː,i,ː,ٔ,i,ː,,,,,,,,,,,,,,,
t,s,t,ʕ,d,,,,,,,,,,,,,,,,,,,,,,
b,r,a,ː,ʕ,ة,,,,,,,,,,,,,,,,,,,,,
z,u,ː,r,q,,,,,,,,,,,,,,,,,,,,,,
d,a,ː,ʕ,m,ة,,,,,,,,,,,,,,,,,,,,,
ħ,ð,ˤ,i,ː,r,ة,,,,,,,,,,,,,,,,,,,,
ħ,d,ˤ,n,,,,,,,,,,,,,,,,,,,,,,,
b,d,͡,ʒ,d,,,,,,,,,,,,,,,,,,,,,,
m,d,m,d,͡,ʒ,,,,,,,,,,,,,,,,,,,,,
f,a,ː,x,r,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,u,ː,h,r,ة,,,,,,,,,,,,,,,,,,,
b,a,ː,h,r,,,,,,,,,,,,,,,,,,,,,,
a,v,a,i,l,a,b,l,e,,,,,,,,,,,,,,,,,,
s,ʕ,i,ː,,,,,,,,,,,,,,,,,,,,,,,
a,ٔ,ʕ,z,,,,,,,,,,,,,,,,,,,,,,,
t,z,d,h,r,,,,,,,,,,,,,,,,,,,,,,
h,a,ː,d,f,ة,,,,,,,,,,,,,,,,,,,,,
s,l,s,,,,,,,,,,,,,,,,,,,,,,,,
d,ʕ,a,ː,m,ة,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,d,a,ː,r,ة,,,,,,,,,,,,,,,,,,,
u,ː,s,i,ː,m,,,,,,,,,,,,,,,,,,,,,
m,ʃ,d,͡,ʒ,ʕ,,,,,,,,,,,,,,,,,,,,,
b,θ,q,ة,,,,,,,,,,,,,,,,,,,,,,,
m,n,s,ˤ,f,,,,,,,,,,,,,,,,,,,,,,
b,ʃ,d,͡,ʒ,a,ː,ʕ,ة,,,,,,,,,,,,,,,,,,
n,s,ˤ,ħ,,,,,,,,,,,,,,,,,,,,,,,
ʃ,ɣ,f,,,,,,,,,,,,,,,,,,,,,,,,
ʕ,s,ˤ,r,i,ː,,,,,,,,,,,,,,,,,,,,,
x,s,ˤ,b,,,,,,,,,,,,,,,,,,,,,,,
n,θ,r,,,,,,,,,,,,,,,,,,,,,,,,
m,t,u,ː,a,ː,z,n,,,,,,,,,,,,,,,,,,,
t,q,u,ː,ى,,,,,,,,,,,,,,,,,,,,,,
t,s,ˤ,d,i,ː,q,,,,,,,,,,,,,,,,,,,,
b,h,d,͡,ʒ,ة,,,,,,,,,,,,,,,,,,,,,
a,l,m,r,ħ,,,,,,,,,,,,,,,,,,,,,,
f,d,a,ː,ء,,,,,,,,,,,,,,,,,,,,,,
d,͡,ʒ,r,ʔ,a,ة,,,,,,,,,,,,,,,,,,,,
b,s,ˤ,d,q,,,,,,,,,,,,,,,,,,,,,,
m,s,b,b,,,,,,,,,,,,,,,,,,,,,,,
u,ː,ʕ,u,ː,d,,,,,,,,,,,,,,,,,,,,,
r,b,u,ː,ة,,,,,,,,,,,,,,,,,,,,,,
t,t,f,u,ː,q,,,,,,,,,,,,,,,,,,,,,
a,l,a,ː,n,s,d,͡,ʒ,a,ː,m,,,,,,,,,,,,,,,
m,n,i,ː,ʕ,,,,,,,,,,,,,,,,,,,,,,
l,a,ː,i,ː,ٔ,q,,,,,,,,,,,,,,,,,,,,
